mserp_addressbooknames,mserp_dataarea,mserp_dirpartytablebientityid,mserp_instancerelationtype,mserp_instancerelationtype_bigint,mserp_knownas,mserp_languageid,mserp_name,mserp_namealias,mserp_partynumber,mserp_primaryaddresslocation,mserp_primaryaddresslocation_bigint,mserp_primarycontactemail,mserp_primarycontactemail_bigint,mserp_primarycontactfacebook,mserp_primarycontactfacebook_bigint,mserp_primarycontactfax,mserp_primarycontactfax_bigint,mserp_primarycontactlinkedin,mserp_primarycontactlinkedin_bigint,mserp_primarycontactphone,mserp_primarycontactphone_bigint,mserp_primarycontacttelex,mserp_primarycontacttelex_bigint,mserp_primarycontacttwitter,mserp_primarycontacttwitter_bigint,mserp_primarycontacturl,mserp_primarycontacturl_bigint,mserp_sourcekey,mserp_sourcekey_bigint,versionnumber
,,00006cdf-0000-0000-1207-014105000000,13271,13271,,en-us,Manuel Machado,Manuel Machado,000000125,22565426477,22565426477,22565422912,22565422912,0,0,0,0,0,0,22565422911,22565422911,0,0,0,0,0,0,22565422866,22565422866,NULL
Houston,,00006cdf-0000-0000-1307-014105000000,13271,13271,,en-us,Aaren Ekelund,Aaren Ekelund,000000126,22565426065,22565426065,22565422916,22565422916,0,0,0,0,0,0,22565422915,22565422915,0,0,0,0,0,0,22565422867,22565422867,NULL
Houston,,00006cdf-0000-0000-1407-014105000000,13271,13271,,en-us,Jerry Orman,Jerry Orman,000000127,22565426446,22565426446,22565422918,22565422918,0,0,0,0,0,0,22565422917,22565422917,0,0,0,0,0,0,22565422868,22565422868,NULL
,,00006cdf-0000-0000-1507-014105000000,13271,13271,,en-us,Michal Opravil,Michal Opravil,000000128,22565426489,22565426489,22565422920,22565422920,0,0,0,0,0,0,22565422919,22565422919,0,0,0,0,0,0,22565422869,22565422869,NULL
,,00006cdf-0000-0000-1607-014105000000,13271,13271,,en-us,Lisa Farr,Lisa Farr,000000129,22565426469,22565426469,22565422922,22565422922,0,0,0,0,0,0,22565422921,22565422921,0,0,0,0,0,0,22565422870,22565422870,NULL
,,00006cdf-0000-0000-1707-014105000000,13271,13271,,en-us,Vidhya Mahadevan,Vidhya Mahadevan,000000130,22565426549,22565426549,22565422924,22565422924,0,0,0,0,0,0,22565422923,22565422923,0,0,0,0,0,0,22565422871,22565422871,NULL
Boston,,00006cdf-0000-0000-1807-014105000000,13271,13271,,en-us,Josh Edwards,Josh Edwards,000000131,22565426455,22565426455,22565422926,22565422926,0,0,0,0,0,0,22565422925,22565422925,0,0,0,0,0,0,22565422872,22565422872,NULL
,,00006cdf-0000-0000-1907-014105000000,13271,13271,,en-us,Susan Chan,Susan Chan,000000132,22565426534,22565426534,22565422928,22565422928,0,0,0,0,0,0,22565422927,22565422927,0,0,0,0,0,0,22565422873,22565422873,NULL
,,00006cdf-0000-0000-1a07-014105000000,13271,13271,,en-us,Roan Kang,Roan Kang,000000133,22565426516,22565426516,22565422932,22565422932,0,0,0,0,0,0,22565422930,22565422930,0,0,0,0,0,0,22565422874,22565422874,NULL
,,00006cdf-0000-0000-1b07-014105000000,13271,13271,,en-us,René Madsen,René Madsen,000000134,22565426511,22565426511,22565422931,22565422931,0,0,0,0,0,0,22565422929,22565422929,0,0,0,0,0,0,22565422875,22565422875,NULL
,,00006cdf-0000-0000-1c07-014105000000,13271,13271,,en-us,Cassie Plate,Cassie Plate,000000135,22565426320,22565426320,22565422934,22565422934,0,0,0,0,0,0,22565422933,22565422933,0,0,0,0,0,0,22565422876,22565422876,NULL
,,00006cdf-0000-0000-1d07-014105000000,13271,13271,,en-us,Ken Sánchez,Ken Sánchez,000000136,22565426460,22565426460,22565422936,22565422936,0,0,0,0,0,0,22565422935,22565422935,0,0,0,0,0,0,22565422877,22565422877,NULL
,,00006cdf-0000-0000-1e07-014105000000,13271,13271,,en-us,Franck Halmaert,Franck Halmaert,000000137,22565426408,22565426408,22565422938,22565422938,0,0,0,0,0,0,22565422937,22565422937,0,0,0,0,0,0,22565422878,22565422878,NULL
Houston,,00006cdf-0000-0000-1f07-014105000000,13271,13271,,en-us,Antoine Faisandier,Antoine Faisandier,000000138,22565426307,22565426307,22565422940,22565422940,0,0,0,0,0,0,22565422939,22565422939,0,0,0,0,0,0,22565422879,22565422879,NULL
Boston,,00006cdf-0000-0000-2007-014105000000,13271,13271,,en-us,Ian Palangio,Ian Palangio,000000139,22565426437,22565426437,22565422943,22565422943,0,0,0,0,0,0,22565422941,22565422941,0,0,0,0,0,0,22565422880,22565422880,NULL
Houston,,00006cdf-0000-0000-2107-014105000000,13271,13271,,en-us,Dean Halstead,Dean Halstead,000000140,22565426384,22565426384,22565422945,22565422945,0,0,0,0,0,0,22565422942,22565422942,0,0,0,0,0,0,22565422881,22565422881,NULL
Boston,,00006cdf-0000-0000-2207-014105000000,13271,13271,,en-us,Dan Park,Dan Park,000000141,22565426333,22565426333,22565422946,22565422946,0,0,0,0,0,0,22565422944,22565422944,0,0,0,0,0,0,22565422882,22565422882,NULL
Boston,,00006cdf-0000-0000-2307-014105000000,13271,13271,,en-us,Patrick Elliot,Patrick Elliot,000000142,22565426500,22565426500,22565422948,22565422948,0,0,0,0,0,0,22565422947,22565422947,0,0,0,0,0,0,22565422883,22565422883,NULL
Houston,,00006cdf-0000-0000-2407-014105000000,13271,13271,,en-us,Janet Galore,Janet Galore,000000143,22565426444,22565426444,22565422951,22565422951,0,0,0,0,0,0,22565422949,22565422949,0,0,0,0,0,0,22565422884,22565422884,NULL
Houston,,00006cdf-0000-0000-2507-014105000000,13271,13271,,en-us,Lukas Kollar,Lukas Kollar,000000144,22565426472,22565426472,22565422953,22565422953,0,0,0,0,0,0,22565422952,22565422952,0,0,0,0,0,0,22565422885,22565422885,NULL
Houston,,00006cdf-0000-0000-2607-014105000000,13271,13271,,en-us,Reuben D'sa,Reuben D'sa,000000145,22565426514,22565426514,22565422955,22565422955,0,0,0,0,0,0,22565422954,22565422954,0,0,0,0,0,0,22565422886,22565422886,NULL
,,00006cdf-0000-0000-2707-014105000000,13271,13271,,en-us,Michael Lange,Michael Lange,000000146,22565426487,22565426487,22565422961,22565422961,0,0,0,0,0,0,22565422960,22565422960,0,0,0,0,0,0,22565422887,22565422887,NULL
,,00006cdf-0000-0000-2807-014105000000,13271,13271,,en-us,Apurva Dalia,Apurva Dalia,000000148,22565426309,22565426309,22565422957,22565422957,0,0,0,0,0,0,22565422956,22565422956,0,0,0,0,0,0,22565422888,22565422888,NULL
,,00006cdf-0000-0000-2907-014105000000,13271,13271,,en-us,Viktor Volodin,Viktor Volodin,000000149,22565426551,22565426551,22565422959,22565422959,0,0,0,0,0,0,22565422958,22565422958,0,0,0,0,0,0,22565422889,22565422889,NULL
,,00006cdf-0000-0000-2a07-014105000000,13271,13271,,en-us,Bruno Denuit,Bruno Denuit,000000151,22565426317,22565426317,22565422963,22565422963,0,0,0,0,0,0,22565422962,22565422962,0,0,0,0,0,0,22565422890,22565422890,NULL
,,00006cdf-0000-0000-2b07-014105000000,13271,13271,,en-us,Lola Jacobsen,Lola Jacobsen,000000152,22565426470,22565426470,22565422965,22565422965,0,0,0,0,0,0,22565422964,22565422964,0,0,0,0,0,0,22565422891,22565422891,NULL
RetailCust,,00006cdf-0000-0000-2c07-014105000000,13271,13271,,en-us,Shu Ito,Shu Ito,000000153,22565426527,22565426527,22565422968,22565422968,0,0,0,0,0,0,22565422966,22565422966,0,0,0,0,0,0,22565422892,22565422892,NULL
Boston,,00006cdf-0000-0000-2d07-014105000000,13271,13271,,en-us,Andrew Lan,Andrew Lan,000000154,22565426303,22565426303,22565422969,22565422969,0,0,0,0,0,0,22565422967,22565422967,0,0,0,0,0,0,22565422893,22565422893,NULL
,,00006cdf-0000-0000-2e07-014105000000,13271,13271,,en-us,David Galvin,David Galvin,000000155,22565426381,22565426381,22565422971,22565422971,0,0,0,0,0,0,22565422970,22565422970,0,0,0,0,0,0,22565422894,22565422894,NULL
Bangalore;Delhi;Houston,,00006cdf-0000-0000-2f07-014105000000,13271,13271,,en-us,Anders Langvad-Nielsen,Anders Langvad-Niels,000000156,22565426299,22565426299,22565422973,22565422973,0,0,0,0,0,0,22565422972,22565422972,0,0,0,0,0,0,22565422895,22565422895,NULL
,,00006cdf-0000-0000-3007-014105000000,13271,13271,,en-us,Tony Madigan,Tony Madigan,000000158,22565426542,22565426542,22565422975,22565422975,0,0,0,0,0,0,22565422974,22565422974,0,0,0,0,0,0,22565422896,22565422896,NULL
,,00006cdf-0000-0000-3107-014105000000,13271,13271,,en-us,David Hamilton,David Hamilton,000000159,22565426383,22565426383,22565422977,22565422977,0,0,0,0,0,0,22565422976,22565422976,0,0,0,0,0,0,22565422897,22565422897,NULL
Houston,,00006cdf-0000-0000-3207-014105000000,13271,13271,,en-us,Ryan Danner,Ryan Danner,000000160,22565426518,22565426518,22565422979,22565422979,0,0,0,0,0,0,22565422978,22565422978,0,0,0,0,0,0,22565422898,22565422898,NULL
,,00006cdf-0000-0000-3307-014105000000,13271,13271,,en-us,Lawrence Lam,Lawrence Lam,000000161,22565426467,22565426467,22565422981,22565422981,0,0,0,0,0,0,22565422980,22565422980,0,0,0,0,0,0,22565422899,22565422899,NULL
,,00006cdf-0000-0000-3407-014105000000,13271,13271,,en-us,Nandita Adams,Nandita Adams,000000162,22565426496,22565426496,22565422983,22565422983,0,0,0,0,0,0,22565422982,22565422982,0,0,0,0,0,0,22565422900,22565422900,NULL
,,00006cdf-0000-0000-3507-014105000000,13271,13271,,en-us,Lawrie Gaffney,Lawrie Gaffney,000000163,22565426468,22565426468,22565422985,22565422985,0,0,0,0,0,0,22565422984,22565422984,0,0,0,0,0,0,22565422901,22565422901,NULL
,,00006cdf-0000-0000-3607-014105000000,13271,13271,,en-us,Kendall Keil,Kendall Keil,000000164,22565426461,22565426461,22565422988,22565422988,0,0,0,0,0,0,22565422986,22565422986,0,0,0,0,0,0,22565422902,22565422902,NULL
,,00006cdf-0000-0000-3707-014105000000,13271,13271,,en-us,Isaac Hay,Isaac Hay,000000165,22565426439,22565426439,22565422990,22565422990,0,0,0,0,0,0,22565422989,22565422989,0,0,0,0,0,0,22565422903,22565422903,NULL
,,00006cdf-0000-0000-3807-014105000000,13271,13271,,en-us,Maxim Goldin,Maxim Goldin,000000166,22565426483,22565426483,22565422992,22565422992,0,0,0,0,0,0,22565422991,22565422991,0,0,0,0,0,0,22565422904,22565422904,NULL
,,00006cdf-0000-0000-3907-014105000000,13271,13271,,en-us,Julia Ilyina,Julia Ilyina,000000167,22565426456,22565426456,22565422996,22565422996,0,0,0,0,0,0,22565422995,22565422995,0,0,0,0,0,0,22565422905,22565422905,NULL
,,00006cdf-0000-0000-3a07-014105000000,13271,13271,,en-us,Phyllis Ran,Phyllis Ran,000000168,22565426504,22565426504,22565422994,22565422994,0,0,0,0,0,0,22565422993,22565422993,0,0,0,0,0,0,22565422906,22565422906,NULL
,,00006cdf-0000-0000-3b07-014105000000,13271,13271,,en-us,Yaniv Feinberg,Yaniv Feinberg,000000169,22565426559,22565426559,22565422998,22565422998,0,0,0,0,0,0,22565422997,22565422997,0,0,0,0,0,0,22565422907,22565422907,NULL
,,00006cdf-0000-0000-3c07-014105000000,13271,13271,,en-us,Hanying Feng,Hanying Feng,000000170,22565426424,22565426424,22565423000,22565423000,0,0,0,0,0,0,22565422999,22565422999,0,0,0,0,0,0,22565422908,22565422908,NULL
NewYork;SanAntonio;Seattle;USRTCentrl;USRTEast;USRTMall;USRTOutlet;USRTSuper;USRTWest,,00006cdf-0000-0000-3d07-014105000000,13271,13271,,en-us,Emma Harris,Emma Harris,000000171,22565426394,22565426394,22565423004,22565423004,0,0,0,0,0,0,22565423003,22565423003,0,0,0,0,0,0,22565422909,22565422909,NULL
Houston,,00006cdf-0000-0000-3e07-014105000000,13271,13271,,en-us,Andrew Davis,Andrew Davis,000000172,22565426302,22565426302,22565423002,22565423002,0,0,0,0,0,0,22565423001,22565423001,0,0,0,0,0,0,22565422910,22565422910,NULL
,,00006cdf-0000-0000-3f07-014105000000,13271,13271,,en-us,Dan Fennel,Dan Fennel,000000173,22565426330,22565426330,22565423006,22565423006,0,0,0,0,0,0,22565423005,22565423005,0,0,0,0,0,0,22565422911,22565422911,NULL
,,00006cdf-0000-0000-4007-014105000000,13271,13271,,en-us,Mads Ebdrup,Mads Ebdrup,000000174,22565426475,22565426475,22565423008,22565423008,0,0,0,0,0,0,22565423007,22565423007,0,0,0,0,0,0,22565422912,22565422912,NULL
,,00006cdf-0000-0000-4107-014105000000,13271,13271,,en-us,Tom O'Neill,Tom O'Neill,000000175,22565426541,22565426541,22565423010,22565423010,0,0,0,0,0,0,22565423009,22565423009,0,0,0,0,0,0,22565422913,22565422913,NULL
,,00006cdf-0000-0000-4207-014105000000,13271,13271,,en-us,Luke Alberts,Luke Alberts,000000176,22565426473,22565426473,22565423041,22565423041,0,0,0,0,0,0,22565423011,22565423011,0,0,0,0,0,0,22565422914,22565422914,NULL
,,00006cdf-0000-0000-4307-014105000000,13271,13271,,en-us,Pedro Ferreira,Pedro Ferreira,000000177,22565426501,22565426501,22565423014,22565423014,0,0,0,0,0,0,22565423013,22565423013,0,0,0,0,0,0,22565422915,22565422915,NULL
,,00006cdf-0000-0000-4407-014105000000,13271,13271,,en-us,Tim Ball,Tim Ball,000000178,22565426537,22565426537,22565423016,22565423016,0,0,0,0,0,0,22565423015,22565423015,0,0,0,0,0,0,22565422916,22565422916,NULL
,,00006cdf-0000-0000-4507-014105000000,13271,13271,,en-us,Wendy Charles,Wendy Charles,000000179,22565426554,22565426554,22565423018,22565423018,0,0,0,0,0,0,22565423017,22565423017,0,0,0,0,0,0,22565422917,22565422917,NULL
,,00006cdf-0000-0000-4607-014105000000,13271,13271,,en-us,Jodi Philip,Jodi Philip,000000180,22565426448,22565426448,22565423020,22565423020,0,0,0,0,0,0,22565423019,22565423019,0,0,0,0,0,0,22565422918,22565422918,NULL
,,00006cdf-0000-0000-4707-014105000000,13271,13271,,en-us,Manish Chopra,Manish Chopra,000000181,22565426476,22565426476,22565423022,22565423022,0,0,0,0,0,0,22565423021,22565423021,0,0,0,0,0,0,22565422919,22565422919,NULL
,,00006cdf-0000-0000-4807-014105000000,13271,13271,,en-us,Andrea Dunker,Andrea Dunker,000000182,22565426301,22565426301,22565423024,22565423024,0,0,0,0,0,0,22565423023,22565423023,0,0,0,0,0,0,22565422920,22565422920,NULL
,,00006cdf-0000-0000-4907-014105000000,13271,13271,,en-us,Prakash Paramasivam,Prakash Paramasivam,000000183,22565426505,22565426505,22565423027,22565423027,0,0,0,0,0,0,22565423025,22565423025,0,0,0,0,0,0,22565422921,22565422921,NULL
Seattle,,00006cdf-0000-0000-4a07-014105000000,13271,13271,,en-us,Manuel Oliveira,Manuel Oliveira,000000184,22565426478,22565426478,22565423028,22565423028,0,0,0,0,0,0,22565423026,22565423026,0,0,0,0,0,0,22565422922,22565422922,NULL
Houston,,00006cdf-0000-0000-4b07-014105000000,13271,13271,,en-us,Ofer Daliot,Ofer Daliot,000000185,22565426499,22565426499,22565423030,22565423030,0,0,0,0,0,0,22565423029,22565423029,0,0,0,0,0,0,22565422923,22565422923,NULL
Seattle,,00006cdf-0000-0000-4c07-014105000000,13271,13271,,en-us,Venky Krishnan,Venky Krishnan,000000186,22565426547,22565426547,22565423034,22565423034,0,0,0,0,0,0,22565423032,22565423032,0,0,0,0,0,0,22565422924,22565422924,NULL
Seattle,,00006cdf-0000-0000-4d07-014105000000,13271,13271,,en-us,Alex Darrow,Alex Darrow,000000187,22565426079,22565426079,22565423033,22565423033,0,0,0,0,0,0,22565423031,22565423031,0,0,0,0,0,0,22565422925,22565422925,NULL
,,00006cdf-0000-0000-4e07-014105000000,13271,13271,,en-us,Claire Penisson,Claire Penisson,000000188,22565426326,22565426326,22565423036,22565423036,0,0,0,0,0,0,22565423035,22565423035,0,0,0,0,0,0,22565422926,22565422926,NULL
NewYork,,00006cdf-0000-0000-4f07-014105000000,13271,13271,,en-us,Sten Faerch,Sten Faerch,000000189,22565426531,22565426531,22565423038,22565423038,0,0,0,0,0,0,22565423037,22565423037,0,0,0,0,0,0,22565422927,22565422927,NULL
Bangalore;Delhi;USRTCentrl;USRTEast;USRTWest,,00006cdf-0000-0000-5007-014105000000,13271,13271,,en-us,Renata Krausova,Renata Krausova,000000190,22565426510,22565426510,22565423040,22565423040,0,0,0,0,0,0,22565423039,22565423039,0,0,0,0,0,0,22565422928,22565422928,NULL
,,00006cdf-0000-0000-5107-014105000000,13271,13271,,en-us,Grace Nelson,Grace Nelson,000000191,22565426418,22565426418,22565423045,22565423045,0,0,0,0,0,0,22565423044,22565423044,0,0,0,0,0,0,22565422929,22565422929,NULL
,,00006cdf-0000-0000-5207-014105000000,13271,13271,,en-us,Daniel Durrer,Daniel Durrer,000000192,22565426334,22565426334,22565423043,22565423043,0,0,0,0,0,0,22565423042,22565423042,0,0,0,0,0,0,22565422930,22565422930,NULL
NewYork,,00006cdf-0000-0000-5307-014105000000,13271,13271,,en-us,Scott MacDonald,Scott MacDonald,000000193,22565426525,22565426525,22565423047,22565423047,0,0,0,0,0,0,22565423046,22565423046,0,0,0,0,0,0,22565422931,22565422931,NULL
Bangalore;Boston;Delhi;Houston;Nice;Paris;RioDeJan;SanFrancis;SãoPaulo;Seattle,,00006cdf-0000-0000-5407-014105000000,13271,13271,,en-us,Alexander Eggerer,Alexander Eggerer,000000194,22565426296,22565426296,22565423048,22565423048,0,0,0,0,0,0,22565423049,22565423049,0,0,0,0,0,0,22565422932,22565422932,NULL
Houston,,00006cdf-0000-0000-5507-014105000000,13271,13271,,en-us,Ivo Haemels,Ivo Haemels,000000195,22565426440,22565426440,22565423051,22565423051,0,0,0,0,0,0,22565423050,22565423050,0,0,0,0,0,0,22565422933,22565422933,NULL
Houston,,00006cdf-0000-0000-5607-014105000000,13271,13271,,en-us,Hugo Garcia,Hugo Garcia,000000196,22565426433,22565426433,22565423053,22565423053,0,0,0,0,0,0,22565423052,22565423052,0,0,0,0,0,0,22565422934,22565422934,NULL
Houston,,00006cdf-0000-0000-5707-014105000000,13271,13271,,en-us,Thomas Hamborg,Thomas Hamborg,000000197,22565426536,22565426536,22565423055,22565423055,0,0,0,0,0,0,22565423054,22565423054,0,0,0,0,0,0,22565422935,22565422935,NULL
Seattle,,00006cdf-0000-0000-5807-014105000000,13271,13271,,en-us,Miguel Garcia,Miguel Garcia,000000198,22565426491,22565426491,22565423057,22565423057,0,0,0,0,0,0,22565423056,22565423056,0,0,0,0,0,0,22565422936,22565422936,NULL
,,00006cdf-0000-0000-5907-014105000000,13271,13271,,en-us,Inga Morris,Inga Morris,000000199,22565426438,22565426438,22565423059,22565423059,0,0,0,0,0,0,22565423058,22565423058,0,0,0,0,0,0,22565422937,22565422937,NULL
,,00006cdf-0000-0000-5a07-014105000000,13271,13271,,en-us,Mohamed Elkugia,Mohamed Elkugia,000000200,22565426495,22565426495,22565423061,22565423061,0,0,0,0,0,0,22565423060,22565423060,0,0,0,0,0,0,22565422938,22565422938,NULL
Houston,,00006cdf-0000-0000-5b07-014105000000,13271,13271,,en-us,Eric Lang,Eric Lang,000000201,22565426399,22565426399,22565423063,22565423063,0,0,0,0,0,0,22565423062,22565423062,0,0,0,0,0,0,22565422939,22565422939,NULL
,,00006cdf-0000-0000-5c07-014105000000,13271,13271,,en-us,Kris Langohr,Kris Langohr,000000202,22565426464,22565426464,22565423065,22565423065,0,0,0,0,0,0,22565423064,22565423064,0,0,0,0,0,0,22565422940,22565422940,NULL
,,00006cdf-0000-0000-5d07-014105000000,13271,13271,,en-us,Eric Davison,Eric Davison,000000203,22565426396,22565426396,22565423067,22565423067,0,0,0,0,0,0,22565423066,22565423066,0,0,0,0,0,0,22565422941,22565422941,NULL
,,00006cdf-0000-0000-5e07-014105000000,13271,13271,,en-us,Brooke Miller,Brooke Miller,000000204,22565426316,22565426316,22565423069,22565423069,0,0,0,0,0,0,22565423068,22565423068,0,0,0,0,0,0,22565422942,22565422942,NULL
,,00006cdf-0000-0000-5f07-014105000000,13271,13271,,en-us,Krittiya Eamsiri,Krittiya Eamsiri,000000205,22565426465,22565426465,22565423071,22565423071,0,0,0,0,0,0,22565423070,22565423070,0,0,0,0,0,0,22565422943,22565422943,NULL
,,00006cdf-0000-0000-6007-014105000000,13271,13271,,en-us,Karthik Kalyanaraman,Karthik Kalyanaraman,000000206,22565426459,22565426459,22565423075,22565423075,0,0,0,0,0,0,22565423073,22565423073,0,0,0,0,0,0,22565422944,22565422944,NULL
,,00006cdf-0000-0000-6107-014105000000,13271,13271,,en-us,Stig Panduro,Stig Panduro,000000207,22565426532,22565426532,22565423074,22565423074,0,0,0,0,0,0,22565423072,22565423072,0,0,0,0,0,0,22565422945,22565422945,NULL
Seattle,,00006cdf-0000-0000-6207-014105000000,13271,13271,,en-us,Joris Kalz,Joris Kalz,000000208,22565426454,22565426454,22565423077,22565423077,0,0,0,0,0,0,22565423076,22565423076,0,0,0,0,0,0,22565422946,22565422946,NULL
,,00006cdf-0000-0000-6307-014105000000,13271,13271,,en-us,Prithvi Raj,Prithvi Raj,000000209,22565426507,22565426507,22565423079,22565423079,0,0,0,0,0,0,22565423078,22565423078,0,0,0,0,0,0,22565422947,22565422947,NULL
,,00006cdf-0000-0000-6407-014105000000,13271,13271,,en-us,Karin Lamb,Karin Lamb,000000210,22565426458,22565426458,22565423082,22565423082,0,0,0,0,0,0,22565423080,22565423080,0,0,0,0,0,0,22565422948,22565422948,NULL
,,00006cdf-0000-0000-6507-014105000000,13271,13271,,en-us,Adina Hagege,Adina Hagege,000000211,22565426070,22565426070,22565423083,22565423083,0,0,0,0,0,0,22565423081,22565423081,0,0,0,0,0,0,22565422949,22565422949,NULL
Houston;NewYork,,00006cdf-0000-0000-6607-014105000000,13271,13271,,en-us,Adrian Lannin,Adrian Lannin,000000212,22565426076,22565426076,22565423087,22565423087,0,0,0,0,0,0,22565423085,22565423085,0,0,0,0,0,0,22565422950,22565422950,NULL
,,00006cdf-0000-0000-6707-014105000000,13271,13271,,en-us,Erin Hagens,Erin Hagens,000000213,22565426404,22565426404,22565423086,22565423086,0,0,0,0,0,0,22565423084,22565423084,0,0,0,0,0,0,22565422951,22565422951,NULL
Boston;Houston;Seattle,,00006cdf-0000-0000-6807-014105000000,13271,13271,,pt-br,Terry Earls,Terry Earls,000000214,22565426535,22565426535,22565423091,22565423091,0,0,0,0,0,0,22565423090,22565423090,0,0,0,0,0,0,22565422952,22565422952,NULL
,,00006cdf-0000-0000-6907-014105000000,13271,13271,,en-us,Uzi Hefetz,Uzi Hefetz,000000215,22565426545,22565426545,22565423089,22565423089,0,0,0,0,0,0,22565423088,22565423088,0,0,0,0,0,0,22565422953,22565422953,NULL
,,00006cdf-0000-0000-6a07-014105000000,13271,13271,,en-us,Aaron Painter,Aaron Painter,000000216,22565426067,22565426067,22565423094,22565423094,0,0,0,0,0,0,22565423092,22565423092,0,0,0,0,0,0,22565422954,22565422954,NULL
,,00006cdf-0000-0000-6b07-014105000000,13271,13271,,en-us,Heiko Elmsheuser,Heiko Elmsheuser,000000217,22565426430,22565426430,22565423095,22565423095,0,0,0,0,0,0,22565423093,22565423093,0,0,0,0,0,0,22565422955,22565422955,NULL
,,00006cdf-0000-0000-6c07-014105000000,13271,13271,,en-us,Anil Elson,Anil Elson,000000218,22565426306,22565426306,22565423097,22565423097,0,0,0,0,0,0,22565423096,22565423096,0,0,0,0,0,0,22565422956,22565422956,NULL
,,00006cdf-0000-0000-6d07-014105000000,13271,13271,,en-us,Alicia Anderson,Alicia Anderson,000000219,22565426297,22565426297,22565423099,22565423099,0,0,0,0,0,0,22565423098,22565423098,0,0,0,0,0,0,22565422957,22565422957,NULL
,,00006cdf-0000-0000-6e07-014105000000,13271,13271,,en-us,Suriya Sajjateerakool,Suriya Sajjateerakoo,000000220,0,0,22565423101,22565423101,0,0,0,0,0,0,22565423100,22565423100,0,0,0,0,0,0,22565422958,22565422958,NULL
